property_type,surface_total_in_m2,borough,lat,lon
apartment,,Cuauhtémoc,19.412423,-99.162415
apartment,60.0,Gustavo A. Madero,19.4879642,-99.1093534
apartment,,Miguel Hidalgo,19.40405,-99.181571
apartment,,Cuauhtémoc,19.439253,-99.163605
apartment,90.0,Benito Juárez,,
apartment,97.0,Miguel Hidalgo,19.2464696,-99.1013498
apartment,0.0,Benito Juárez,,
apartment,46.0,Cuauhtémoc,19.3107719,-99.2333025
house,0.0,Álvaro Obregón,19.33923,-99.218987
house,177.0,Solidaridad,20.6566086,-87.074837
house,,Venustiano Carranza,19.423719,-99.096887
house,160.0,Benito Juárez,21.146414,-86.843369
apartment,141.0,Cuauhtémoc,19.4080772367,-99.1829415411
house,0.0,Zacatecas,22.7709249,-102.5832539
apartment,99.0,Benito Juárez,19.3867842,-99.1771664
apartment,118.0,Cuajimalpa de Morelos,19.390415,-99.254997
house,,La Magdalena Contreras,19.304086,-99.249493
apartment,,Cuauhtémoc,19.446829,-99.159454
house,,Gustavo A. Madero,19.479996,-99.12297
apartment,,Álvaro Obregón,19.334265,-99.205021
apartment,101.0,Benito Juárez,19.364967,-99.1428406
house,,Álvaro Obregón,,
apartment,,Benito Juárez,23.634501,-102.552788
house,,Gustavo A. Madero,19.467279,-99.060562
apartment,,Cuauhtémoc,23.634501,-102.552788
apartment,,Álvaro Obregón,19.356818,-99.188926
apartment,,Venustiano Carranza,19.4135985,-99.1129122
house,,Gustavo A. Madero,19.50772,-99.121305
apartment,0.0,Benito Juárez,19.3628631,-99.1739857
apartment,,Benito Juárez,19.383446,-99.137643
house,129.0,Benito Juárez,21.149761,-86.863434
apartment,,Cuauhtémoc,19.441809,-99.156423
apartment,,Gustavo A. Madero,19.469681,-99.086136
apartment,,Iztapalapa,19.353799,-99.112558
apartment,,Álvaro Obregón,19.358585,-99.185753
house,160.0,Benito Juárez,,
apartment,,Solidaridad,20.628095,-87.069709
house,500.0,Miguel Hidalgo,19.420166,-99.220367
apartment,,Benito Juárez,19.382649,-99.143384
house,,Benito Juárez,19.377089,-99.181302
house,,La Magdalena Contreras,19.312578,-99.236298
house,,Cuajimalpa de Morelos,,
apartment,,Benito Juárez,19.372724,-99.137094
house,,Xochimilco,19.269371,-99.112215
apartment,,Venustiano Carranza,19.445553,-99.097057
apartment,,Álvaro Obregón,19.370083,-99.198338
apartment,,Cuauhtémoc,19.419403,-99.135361
apartment,0.0,Álvaro Obregón,19.3850289,-99.1944048
apartment,101.0,Cuauhtémoc,19.4096083,-99.1806878
apartment,157.0,Benito Juárez,19.3928136,-99.1738213
house,,Benito Juárez,21.131096,-86.869004
apartment,,Álvaro Obregón,19.336195,-99.23692
apartment,,Iztacalco,19.40356,-99.061536
apartment,390.0,Miguel Hidalgo,19.4282852,-99.1831702
apartment,,Iztacalco,19.392349,-99.07093
house,,Coyoacán,19.308756,-99.107574
apartment,,Miguel Hidalgo,19.430766,-99.191251
apartment,,Álvaro Obregón,19.386852,-99.194748
apartment,60.0,Benito Juárez,19.3921846,-99.1353572
apartment,,Benito Juárez,23.634501,-102.552788
apartment,180.0,Miguel Hidalgo,19.3818873,-99.2202827
house,0.0,Cozumel,,
apartment,,Álvaro Obregón,19.3704257419,-99.2070807517
apartment,,Benito Juárez,19.403309,-99.145494
house,450.0,Tulum,20.3671587022,-87.33959198
apartment,,Benito Juárez,20.898938,-86.8533
apartment,,Coyoacán,19.328833,-99.133163
apartment,90.0,Solidaridad,20.6317801803,-87.0696544647
apartment,,Benito Juárez,19.37314,-99.188301
apartment,,Iztapalapa,19.359759,-99.08807
house,,Álvaro Obregón,19.366205,-99.200783
apartment,,Solidaridad,,
house,326.0,Benito Juárez,,
house,,Benito Juárez,19.394073,-99.153915
house,,Álvaro Obregón,19.396893,-99.190306
house,,Álvaro Obregón,19.362795,-99.218987
apartment,59.0,Gustavo A. Madero,19.524143,-99.160149
apartment,,Coyoacán,19.329109,-99.127632
apartment,,Benito Juárez,19.367424,-99.185753
apartment,118.0,Cuauhtémoc,,
apartment,310.0,Miguel Hidalgo,,
house,300.0,Benito Juárez,21.1087511639,-86.8443314731
house,168.0,Solidaridad,20.6295586,-87.0738851
apartment,,Coyoacán,19.350054,-99.123476
store,467.0,Coyoacán,19.3437444,-99.1561883
apartment,0.0,Playa del Carmen,20.6239242365,-87.0755203277
apartment,0.0,Cuauhtémoc,19.409369,-99.171906
house,110.0,Benito Juárez,21.161908,-86.8515279
apartment,178.0,Miguel Hidalgo,,
house,,Gustavo A. Madero,19.543273,-99.148777
house,639.0,Benito Juárez,21.1139027439,-86.7677745223
house,,Azcapotzalco,19.473639,-99.153232
house,,Álvaro Obregón,19.387764,-99.205826
house,,Solidaridad,20.507163,-87.223612
apartment,,Álvaro Obregón,19.390062,-99.192293
house,,Iztacalco,,
apartment,,Azcapotzalco,19.47107,-99.18727
house,,Coyoacán,19.311361,-99.109672
apartment,,Tlalpan,19.286619,-99.152534
apartment,,Álvaro Obregón,19.385027,-99.223488
apartment,,Iztapalapa,19.329989,-99.085524
apartment,,Cuauhtémoc,19.552402,-99.142799
apartment,55.0,Benito Juárez,21.151917,-86.899796
house,500.0,Gustavo A. Madero,19.4966403,-99.1504583
house,,Cuauhtémoc,19.415163,-99.143593
house,,Venustiano Carranza,19.434413,-99.114357
house,,Benito Juárez,19.384426,-99.134831
apartment,393.0,Miguel Hidalgo,19.4425711213,-99.2028173804
house,500.0,Cuajimalpa de Morelos,19.3464202,-99.2537956
apartment,,Álvaro Obregón,,
apartment,,Gustavo A. Madero,19.506042,-99.153915
apartment,,Iztapalapa,19.351874,-99.008597
apartment,,Venustiano Carranza,19.443592,-99.121407
apartment,,Coyoacán,19.306452,-99.124168
house,279.0,Xochimilco,19.2686525172,-99.1396057606
apartment,0.0,Benito Juárez,19.394358,-99.177444
apartment,0.0,Tlalpan,19.2963762,-99.1781383
apartment,10000.0,Benito Juárez,21.1705858583,-86.8199515343
apartment,,Cuauhtémoc,19.410444,-99.173667
apartment,0.0,Cuajimalpa de Morelos,19.3499358,-99.2906864
apartment,,Cuauhtémoc,19.458118,-99.125557
apartment,45.0,Cuauhtémoc,19.441539,-99.144553
apartment,107.0,Solidaridad,20.65593,-87.05368
apartment,0.0,Miguel Hidalgo,,
apartment,136.0,La Magdalena Contreras,19.315498,-99.220634
apartment,90.0,La Magdalena Contreras,19.3257242,-99.2170325
apartment,0.0,Benito Juárez,19.3723335,-99.1905974
apartment,0.0,Benito Juárez,21.1481735445,-86.8426162004
apartment,,Benito Juárez,19.392185,-99.135357
apartment,,Benito Juárez,21.143693,-86.788395
apartment,,Álvaro Obregón,19.33923,-99.218987
apartment,26.0,Gustavo A. Madero,19.4782031,-99.1326443
house,,Solidaridad,20.65593,-87.05368
apartment,,Benito Juárez,19.391074,-99.165737
apartment,6090.0,Benito Juárez,21.1706119,-86.8138431
apartment,106.0,Benito Juárez,19.3885287,-99.1470904
apartment,,Benito Juárez,41.577487,-93.751657
house,112.0,Benito Juárez,21.139086,-86.84964
apartment,156.0,Cuajimalpa de Morelos,,
house,,Miguel Hidalgo,19.401079,-99.24807
apartment,79.0,Cuauhtémoc,19.417364,-99.159454
apartment,,Álvaro Obregón,,
apartment,,Iztacalco,19.400097,-99.122093
house,,Benito Juárez,19.395586,-99.184584
apartment,,Azcapotzalco,19.493185,-99.205755
apartment,,Miguel Hidalgo,19.432657,-99.177444
house,305.0,Iztapalapa,19.3552746,-99.1190161
house,220.0,Solidaridad,20.6722013128,-87.0732244849
apartment,,Venustiano Carranza,19.443592,-99.121407
apartment,0.0,Cuajimalpa de Morelos,19.3499358,-99.2906864
apartment,,Miguel Hidalgo,19.445743,-99.174986
apartment,0.0,Benito Juárez,19.3655578,-99.1801033
apartment,0.0,Benito Juárez,21.1295466,-86.8170132
apartment,,Coyoacán,19.309713,-99.1262
apartment,101.0,Cuauhtémoc,19.41498,-99.177444
apartment,53.0,Álvaro Obregón,,
house,300.0,Álvaro Obregón,19.3433819873,-99.2426288349
apartment,407.0,Miguel Hidalgo,,
house,157.0,Gustavo A. Madero,19.4619438,-99.1151906
apartment,,Cuauhtémoc,19.417364,-99.159454
apartment,,Iztapalapa,19.368808,-99.112954
apartment,,Benito Juárez,19.364613,-99.161892
house,717.0,Álvaro Obregón,19.371342,-99.253616
apartment,,Coyoacán,19.308287,-99.146309
apartment,,Benito Juárez,19.36269,-99.150565
apartment,,Iztapalapa,19.38855,-99.055877
apartment,,Cuauhtémoc,19.405298,-99.164986
house,0.0,Benito Juárez,21.129547,-86.817017
apartment,,Iztacalco,19.404061,-99.124172
house,,Miguel Hidalgo,19.403067,-99.230216
apartment,,Benito Juárez,23.634501,-102.552788
apartment,,Benito Juárez,19.394073,-99.153915
apartment,,Miguel Hidalgo,19.401079,-99.24807
apartment,12.0,Iztapalapa,19.3324283,-99.0612554
house,,Gustavo A. Madero,19.478069,-99.086742
store,,Cuauhtémoc,19.443334,-99.164903
house,,Cuauhtémoc,19.410803,-99.130884
house,307.0,Benito Juárez,21.1295466,-86.8170132
apartment,0.0,Miguel Hidalgo,,
house,550.0,Álvaro Obregón,19.3424567,-99.1986035
house,,Cancún,21.139641,-86.879738
apartment,52.0,Tláhuac,19.2859196,-99.0436792
apartment,0.0,Solidaridad,20.630901,-87.069916
apartment,,Solidaridad,20.648594,-87.059929
apartment,,Miguel Hidalgo,23.634501,-102.552788
apartment,,Benito Juárez,19.367025,-99.170349
house,,Coyoacán,19.309208,-99.171906
apartment,,Cuauhtémoc,19.428622,-99.14602
apartment,,Cuauhtémoc,19.416979,-99.144176
apartment,189.0,Cuajimalpa de Morelos,19.3569989934,-99.2749580741
apartment,124.0,Solidaridad,20.626583,-87.078659
apartment,65.0,Miguel Hidalgo,,
house,,Cancún,,
house,,Álvaro Obregón,19.326177,-99.208752
apartment,,Benito Juárez,19.364891,-99.148384
apartment,,Benito Juárez,19.392185,-99.135357
apartment,6090.0,Benito Juárez,21.1730069855,-86.8192434311
apartment,79.0,Benito Juárez,,
house,,Tlalpan,19.301081,-99.216217
house,318.0,La Magdalena Contreras,,
house,2643.0,Álvaro Obregón,19.320367,-99.2180351
house,,Álvaro Obregón,19.325361,-99.26414
house,,Benito Juárez,21.092348,-86.943483
apartment,,Iztapalapa,19.328362,-99.077087
apartment,,Benito Juárez,19.380644,-99.179176
apartment,0.0,Benito Juárez,19.3807458,-99.1553016
apartment,,Cuauhtémoc,19.459992,-99.153628
apartment,56.0,Iztapalapa,19.3615578,-99.0087486
apartment,,Benito Juárez,19.37909,-99.142676
store,733.0,Cuauhtémoc,19.4392516,-99.1636051
apartment,,Benito Juárez,19.400923,-99.14053
apartment,,Álvaro Obregón,19.33923,-99.218987
house,450.0,Benito Juárez,,
apartment,,Coyoacán,19.304032,-99.112841
apartment,,Miguel Hidalgo,19.434005,-99.177093
apartment,58.0,Iztapalapa,19.374413,-99.105499
apartment,,Benito Juárez,23.634501,-102.552788
house,769.0,Tlalpan,19.3067597,-99.1992215
apartment,,Azcapotzalco,,
apartment,0.0,Benito Juárez,,
house,,Benito Juárez,19.40158,-99.15333
apartment,,Tláhuac,19.306187,-99.055725
apartment,,Benito Juárez,19.399187,-99.15
apartment,310.0,Miguel Hidalgo,,
apartment,,Cuauhtémoc,19.44396,-99.154836
apartment,68.0,Venustiano Carranza,19.4306069,-99.0949899
apartment,,Benito Juárez,19.377171,-99.188503
apartment,,Cuauhtémoc,19.427607,-99.160835
apartment,156.0,Cuajimalpa de Morelos,19.3631419,-99.2880597
apartment,,Iztapalapa,19.317961,-99.088426
house,,Álvaro Obregón,19.357402,-99.181898
house,,Álvaro Obregón,19.361489,-99.205674
apartment,,Miguel Hidalgo,19.441879,-99.167819
apartment,0.0,Tulum,20.2018099059,-87.4592202937
apartment,,Cuauhtémoc,19.412017,-99.144716
house,2400.0,Benito Juárez,20.8482492,-86.876106
apartment,,Miguel Hidalgo,19.429273,-99.191393
apartment,,Venustiano Carranza,19.410501,-99.119954
store,37.0,Solidaridad,20.626583,-87.078659
apartment,,Coyoacán,19.350054,-99.123847
apartment,,Miguel Hidalgo,19.432657,-99.177444
apartment,0.0,Álvaro Obregón,19.357122762,-99.1987748029
apartment,98.0,Benito Juárez,19.390283,-99.1770974
apartment,,Coyoacán,19.348122,-99.125716
house,525.0,Álvaro Obregón,19.346523,-99.191292
apartment,,Miguel Hidalgo,19.433077,-99.198212
house,289.0,Benito Juárez,21.082655,-86.857162
apartment,17.0,Iztapalapa,19.342083,-99.0532159
apartment,,Iztapalapa,19.386447,-99.044231
apartment,0.0,Benito Juárez,21.129547,-86.817017
apartment,,Benito Juárez,19.39867,-99.154329
apartment,,Iztapalapa,,
apartment,,Cuauhtémoc,19.427276,-99.171878
apartment,,Gustavo A. Madero,19.464712,-99.124872
house,,Gustavo A. Madero,19.488638,-99.127011
house,160.0,Álvaro Obregón,19.3465206,-99.2349122
apartment,,Cuauhtémoc,19.409369,-99.171906
house,274.0,Benito Juárez,21.129547,-86.817017
apartment,,Azcapotzalco,19.48888,-99.179278
apartment,,Cuauhtémoc,19.422225,-99.167137
apartment,0.0,Benito Juárez,21.1716663663,-86.8162286282
apartment,88.0,Solidaridad,20.626583,-87.078659
apartment,,Benito Juárez,19.367931,-99.170262
house,,Iztapalapa,19.374675,-99.101402
apartment,,Azcapotzalco,19.494457,-99.204734
apartment,,Benito Juárez,19.380987,-99.182164
apartment,0.0,Benito Juárez,,
house,248.0,Benito Juárez,21.129547,-86.817017
apartment,97.0,Benito Juárez,21.1091715377,-86.8412737548
apartment,0.0,Cuajimalpa de Morelos,,
apartment,,Álvaro Obregón,,
apartment,200.0,Benito Juárez,19.381729,-99.164986
apartment,,Cuajimalpa de Morelos,19.383823,-99.254311
apartment,170.0,Benito Juárez,,
apartment,0.0,Tlalpan,19.2975426,-99.1965436
apartment,,Cuauhtémoc,19.409759,-99.181234
apartment,,Solidaridad,20.665072,-87.034715
apartment,,Benito Juárez,,
house,153.0,Iztapalapa,19.353086,-99.0982879
house,0.0,Tlalpan,19.2725263642,-99.2171752453
apartment,,Gustavo A. Madero,19.469689,-99.085457
apartment,0.0,Benito Juárez,21.1394428301,-86.8321689963
apartment,0.0,Playa del Carmen,20.626583,-87.078659
house,88.0,Solidaridad,20.6721686891,-87.0721435547
apartment,150.0,Benito Juárez,21.146414,-86.843369
house,2150.0,Miguel Hidalgo,19.3906531,-99.2586554
house,,Gustavo A. Madero,19.466697,-99.090274
store,,Cuauhtémoc,19.440418,-99.138977
apartment,106.0,Solidaridad,20.6135585111,-87.0897331252
house,,Zacatecas,22.742738,-102.587029
apartment,,Iztapalapa,19.348306,-99.08158
apartment,,Benito Juárez,19.399818,-99.150869
house,,Cancún,21.151917,-86.899796
house,616.0,Cuajimalpa de Morelos,,
apartment,76.0,Benito Juárez,,
house,750.0,Solidaridad,20.5026789073,-87.2227961943
apartment,,Benito Juárez,19.381174,-99.17284
apartment,,Playa del Carmen,20.637041,-87.064261
apartment,0.0,Miguel Hidalgo,19.420166,-99.220367
apartment,0.0,Álvaro Obregón,,
house,63.0,Tlalpan,19.285929,-99.180908
house,,Iztacalco,19.390228,-99.062106
store,2500.0,Benito Juárez,21.129547,-86.817017
house,500.0,Solidaridad,20.6594682,-87.0694133
house,600.0,Cuajimalpa de Morelos,19.390415,-99.254997
apartment,,Miguel Hidalgo,19.435605,-99.192395
house,,Álvaro Obregón,19.34016,-99.194081
house,,Gustavo A. Madero,19.469688,-99.085456
apartment,0.0,Playa del Carmen,20.626583,-87.078659
house,,Xochimilco,19.276924,-99.123617
apartment,,Tlalpan,19.301081,-99.216217
house,,Benito Juárez,,
apartment,,Coyoacán,19.30241,-99.109299
apartment,0.0,Benito Juárez,21.129547,-86.817017
apartment,,Tlalpan,19.275206,-99.218292
apartment,0.0,Benito Juárez,19.3794059,-99.1591446
apartment,0.0,Benito Juárez,21.158964,-86.845937
apartment,,Cuauhtémoc,19.426263,-99.144483
house,,La Magdalena Contreras,19.313719,-99.231792
apartment,133.0,Benito Juárez,19.394073,-99.153915
apartment,,Miguel Hidalgo,19.455894,-99.18355
apartment,,Álvaro Obregón,19.339161,-99.205826
apartment,,Coyoacán,19.328833,-99.133163
apartment,,Benito Juárez,19.395097,-99.150424
house,,Iztapalapa,19.339703,-99.015975
apartment,,Cuauhtémoc,19.416847,-99.154596
apartment,326.0,Miguel Hidalgo,19.4332141,-99.1841539
apartment,,Miguel Hidalgo,19.444366,-99.202733
house,,Azcapotzalco,19.464928,-99.180214
store,,Cuauhtémoc,19.441903,-99.165489
house,,Gustavo A. Madero,19.479937,-99.116562
house,,Álvaro Obregón,19.36787,-99.221502
house,1475.0,Benito Juárez,21.1071822581,-86.843919754
apartment,,Azcapotzalco,19.484061,-99.188953
apartment,,Iztapalapa,19.333514,-99.07393
apartment,,Benito Juárez,19.394358,-99.177444
house,0.0,Solidaridad,20.613375,-87.089897
apartment,,Álvaro Obregón,19.365686,-99.263209
apartment,,Miguel Hidalgo,19.453691,-99.180039
apartment,,Benito Juárez,19.381081,-99.148625
house,180.0,Benito Juárez,21.1330876425,-86.8480826584
apartment,,Benito Juárez,19.377169,-99.187643
house,,Gustavo A. Madero,19.479508,-99.128559
apartment,,Iztapalapa,19.357992,-99.064869
apartment,80.0,Xochimilco,19.2777130408,-99.1219578311
apartment,,Benito Juárez,19.397686,-99.161395
apartment,,Azcapotzalco,19.475187,-99.175019
apartment,,Benito Juárez,19.367025,-99.170349
apartment,100.0,Miguel Hidalgo,,
house,224.0,Benito Juárez,21.137991,-86.870964
apartment,240.0,Miguel Hidalgo,19.430456,-99.1889121
apartment,,Álvaro Obregón,19.3757,-99.196831
apartment,,Miguel Hidalgo,19.443178,-99.20237
apartment,,Cuauhtémoc,19.458118,-99.125557
apartment,0.0,Iztapalapa,19.3284362748,-99.0879249573
apartment,,Cuauhtémoc,19.446053,-99.138863
house,,Coyoacán,19.339791,-99.145942
apartment,,Venustiano Carranza,19.443592,-99.121407
house,2000.0,Benito Juárez,21.139086,-86.84964
house,420.0,Álvaro Obregón,,
apartment,0.0,Solidaridad,20.6318684246,-87.0911516948
house,,Álvaro Obregón,19.387764,-99.205826
apartment,,Coyoacán,19.322108,-99.141935
apartment,,Iztapalapa,19.3563,-99.099618
apartment,0.0,Benito Juárez,21.1668140234,-86.8046790361
apartment,,Álvaro Obregón,19.341894,-99.224525
house,,Tlalpan,19.291359,-99.112538
apartment,,Solidaridad,20.637323,-87.068865
apartment,360.0,Miguel Hidalgo,19.401079,-99.24807
house,,Cozumel,20.49812,-86.947736
house,,Tlalpan,19.271916,-99.221459
apartment,124.0,Cuauhtémoc,19.4116348,-99.161045
house,,Miguel Hidalgo,19.401079,-99.24807
apartment,,Benito Juárez,19.39579,-99.181612
house,,Fresnillo,23.198892,-102.854684
apartment,0.0,Cuauhtémoc,19.4032306,-99.1634217
apartment,,Benito Juárez,19.375412,-99.144234
apartment,,Cuauhtémoc,19.412142,-99.146127
house,,Benito Juárez,19.391673,-99.140788
house,184.0,Benito Juárez,21.1325605,-86.8590473
apartment,,La Magdalena Contreras,19.306198,-99.235825
apartment,144.0,Benito Juárez,21.129547,-86.817017
apartment,500.0,Miguel Hidalgo,,
apartment,,Iztapalapa,19.363469,-99.010141
apartment,,Gustavo A. Madero,19.509617,-99.125678
apartment,,Azcapotzalco,19.472155,-99.161186
apartment,,Benito Juárez,,
apartment,0.0,Solidaridad,,
apartment,69.0,La Magdalena Contreras,19.315498,-99.220634
house,915.0,Coyoacán,19.3063174,-99.1940922
apartment,,Venustiano Carranza,19.414261,-99.104118
apartment,,Venustiano Carranza,19.414261,-99.104118
house,,Benito Juárez,21.183221,-86.815531
house,,Iztapalapa,19.339511,-99.017175
apartment,0.0,Coyoacán,19.3246591,-99.140855
apartment,,Cuajimalpa de Morelos,23.634501,-102.552788
apartment,0.0,Benito Juárez,21.129547,-86.817017
house,,Álvaro Obregón,19.343783,-99.187229
house,184.0,Miguel Hidalgo,,
apartment,0.0,Benito Juárez,21.129547,-86.817017
apartment,,Benito Juárez,19.386033,-99.18296
apartment,,Benito Juárez,19.374891,-99.141285
house,,Tláhuac,19.306187,-99.055725
apartment,,Iztacalco,19.403155,-99.074139
apartment,0.0,Álvaro Obregón,,
house,293.0,Solidaridad,20.65593,-87.05368
apartment,,Álvaro Obregón,19.360367,-99.192614
house,,Álvaro Obregón,19.391726,-99.207558
apartment,,Álvaro Obregón,19.365917,-99.196977
apartment,200.0,Benito Juárez,19.38724,-99.167509
apartment,240.0,Benito Juárez,19.38724,-99.167509
house,,Gustavo A. Madero,19.47573,-99.144604
house,,Tlalpan,19.273762,-99.171463
apartment,,Benito Juárez,19.394073,-99.153915
apartment,,Tlalpan,19.270821,-99.152303
apartment,,Benito Juárez,19.377169,-99.187643
apartment,180.0,Miguel Hidalgo,19.431318,-99.218292
house,,Iztapalapa,19.342172,-99.074114
apartment,,Benito Juárez,19.365865,-99.148341
house,,Álvaro Obregón,19.361606,-99.201739
apartment,,Benito Juárez,,
house,,Álvaro Obregón,19.423929,-99.14401
apartment,239.0,Benito Juárez,21.129180456,-86.7504286766
apartment,,Tláhuac,23.634501,-102.552788
house,1570.0,La Magdalena Contreras,,
apartment,,Álvaro Obregón,,
apartment,,Miguel Hidalgo,19.443903,-99.171681
apartment,0.0,Cuajimalpa de Morelos,19.3631419,-99.2880597
apartment,,Gustavo A. Madero,19.522966,-99.145785
house,200.0,Solidaridad,20.6796870148,-87.0494842529
apartment,,Iztapalapa,19.343741,-99.069958
house,,Playa del Carmen,20.662545,-87.065858
house,,Tlalpan,19.257381,-99.167223
apartment,0.0,Benito Juárez,21.152956457,-86.8198013306
house,,Benito Juárez,19.376456,-99.145563
apartment,500.0,Cuajimalpa de Morelos,19.3843598183,-99.2532643676
apartment,,Miguel Hidalgo,19.443178,-99.20237
house,4200.0,Benito Juárez,21.145283,-86.822662
apartment,,Benito Juárez,19.392185,-99.135357
apartment,,Gustavo A. Madero,19.473415,-99.143539
house,,Benito Juárez,19.379618,-99.187545
apartment,0.0,Benito Juárez,21.1902642,-86.8198375
apartment,,Benito Juárez,19.359699,-99.153904
apartment,63.0,Benito Juárez,,
apartment,,Coyoacán,19.299394,-99.1506
apartment,75.0,Benito Juárez,19.3755039,-99.1630337
apartment,,Cuauhtémoc,19.417463769,-99.1368538141
house,160.0,Benito Juárez,21.161908,-86.8515279
apartment,,Benito Juárez,19.3653,-99.148217
apartment,22000.0,Benito Juárez,21.1297483827,-86.7496709526
house,289.0,Benito Juárez,21.1138993,-86.8443431
apartment,,Benito Juárez,19.396705,-99.181902
apartment,,Benito Juárez,19.373239,-99.145287
apartment,,Cuauhtémoc,19.430132,-99.169144
apartment,71.0,Tlalpan,19.2811497758,-99.1870701313
apartment,,Álvaro Obregón,19.377404,-99.193301
apartment,,Venustiano Carranza,19.455518,-99.123801
house,,Álvaro Obregón,19.353592,-99.177275
apartment,,Cuauhtémoc,19.439716,-99.152892
house,0.0,Benito Juárez,19.362864,-99.173988
apartment,,Azcapotzalco,19.48888,-99.179278
apartment,,Iztapalapa,19.370822,-99.105239
apartment,,Benito Juárez,19.381729,-99.164986
apartment,,Cuauhtémoc,19.405298,-99.164986
house,62.0,Álvaro Obregón,19.361602,-99.2018891
apartment,0.0,Benito Juárez,,
apartment,,Benito Juárez,19.374628,-99.188927
apartment,,Iztacalco,19.389362,-99.119499
apartment,,Álvaro Obregón,19.395523,-99.195703
house,4000.0,Benito Juárez,20.8478084,-86.8755342
apartment,,Cuajimalpa de Morelos,19.3563182,-99.2882606
apartment,,Benito Juárez,19.381403,-99.16362
apartment,,Benito Juárez,19.40099,-99.161174
apartment,0.0,Tulum,,
apartment,,Benito Juárez,19.380644,-99.179176
house,,Coyoacán,19.351928,-99.131814
apartment,,Cuauhtémoc,19.429069,-99.152541
house,160.0,Iztapalapa,19.3661948918,-99.1211414337
house,,Coyoacán,19.330254,-99.134603
house,110.0,Benito Juárez,21.161908,-86.8515279
apartment,98.0,Iztapalapa,19.3549174,-99.0993735
house,220.0,Cuajimalpa de Morelos,,
apartment,0.0,Cuauhtémoc,19.4299556,-99.1596735
apartment,,Iztacalco,19.410307,-99.065399
apartment,360.0,Miguel Hidalgo,19.420166,-99.220367
apartment,0.0,Benito Juárez,19.3797151,-99.1677132
apartment,,Benito Juárez,19.364891,-99.148384
apartment,,Benito Juárez,19.37717,-99.167282
house,,Iztapalapa,19.346603,-99.05383
house,97.0,Tlalpan,19.2764855691,-99.2080788687
apartment,43.0,Gustavo A. Madero,19.5376018143,-99.1441479698
apartment,,Iztapalapa,19.357821,-99.123321
house,,Gustavo A. Madero,19.476052,-99.124699
apartment,0.0,Álvaro Obregón,19.3419754,-99.2327561
apartment,,Benito Juárez,19.380937,-99.179545
apartment,,Álvaro Obregón,19.386852,-99.194748
apartment,0.0,Benito Juárez,19.3645488287,-99.1439529508
house,,Miguel Hidalgo,19.409989,-99.185975
house,,Solidaridad,20.618486,-87.078083
house,,Coyoacán,19.316264,-99.131627
apartment,,Miguel Hidalgo,19.428324,-99.176337
apartment,,Benito Juárez,19.374171,-99.181264
apartment,,Venustiano Carranza,19.428152,-99.106194
apartment,,Miguel Hidalgo,23.634501,-102.552788
apartment,,Álvaro Obregón,19.334736,-99.207898
house,1438.0,Álvaro Obregón,,
apartment,280.0,Miguel Hidalgo,19.3799427,-99.2658645
house,,Álvaro Obregón,19.340202,-99.257774
house,75.0,Gustavo A. Madero,,
apartment,,Azcapotzalco,,
house,,La Magdalena Contreras,19.315025,-99.222945
apartment,,Álvaro Obregón,19.366632,-99.1979
apartment,0.0,Benito Juárez,21.1043659,-86.7644486
house,,Cuauhtémoc,19.417539,-99.136296
apartment,0.0,Playa del Carmen,20.6295586,-87.0738851
apartment,,Benito Juárez,19.39365,-99.14769
apartment,,Benito Juárez,19.399653,-99.148659
house,284.0,Xochimilco,19.255327,-99.130394
apartment,,Miguel Hidalgo,19.426027,-99.191993
apartment,88.0,Benito Juárez,19.3849579,-99.1598558
apartment,,Benito Juárez,,
house,,La Magdalena Contreras,19.317323,-99.248117
house,476.0,Miguel Hidalgo,19.4531418,-99.1802147
apartment,,Álvaro Obregón,19.36384,-99.265934
house,451.0,Solidaridad,20.613375,-87.089897
apartment,,Benito Juárez,19.374739,-99.140184
apartment,,Benito Juárez,19.3713214,-99.1409854
apartment,,Coyoacán,19.322523,-99.141464
apartment,,Cuauhtémoc,19.408758,-99.129474
house,632.0,Benito Juárez,21.1221503225,-86.8341819538
house,,Gustavo A. Madero,19.508428,-99.125896
apartment,,Coyoacán,19.354509,-99.149765
house,118.0,Solidaridad,20.6786832545,-87.0390343666
house,,Tlalpan,19.272315,-99.166139
house,,Tabasco,23.634501,-102.552788
apartment,,Miguel Hidalgo,19.446207,-99.169959
apartment,,Venustiano Carranza,19.439946,-99.099697
house,,Benito Juárez,19.381996,-99.169468
apartment,,Álvaro Obregón,19.396247,-99.190282
apartment,,Gustavo A. Madero,19.45962,-99.188639
apartment,,Miguel Hidalgo,19.440935,-99.188522
house,156.0,Benito Juárez,21.161908,-86.8515279
apartment,,Miguel Hidalgo,19.451872,-99.173522
house,,Iztapalapa,19.318989,-99.094437
apartment,,Azcapotzalco,19.470991,-99.168165
apartment,,Benito Juárez,19.368335,-99.178389
apartment,,Coyoacán,19.329109,-99.127632
apartment,,Iztapalapa,,
house,,Xochimilco,19.275725,-99.129684
house,,Solidaridad,20.652222,-87.09228
apartment,,Coyoacán,19.315263,-99.106808
house,143.0,Iztapalapa,19.3754117,-99.0992764
house,139.0,Benito Juárez,19.3900925,-99.1684819
apartment,,Benito Juárez,19.381729,-99.164986
apartment,,Benito Juárez,19.394073,-99.153915
house,,La Magdalena Contreras,19.309257,-99.241101
