property_type,price_aprox_usd,surface_total_in_m2,borough,lat,lon
house,760000.0,500.0,Cuajimalpa de Morelos,,
apartment,287209.43,180.0,Coyoacán,19.3049333,-99.1836755
apartment,305581.6,0.0,Miguel Hidalgo,,
apartment,1100000.0,500.0,Miguel Hidalgo,,
apartment,280000.0,200.0,Solidaridad,20.6361578773,-87.066950798
apartment,221335.7,98.0,Álvaro Obregón,19.3863928,-99.2255625
apartment,44783.51,,Benito Juárez,19.392156,-99.16403
house,1600000.0,,Cuajimalpa de Morelos,19.390415,-99.254997
house,30558.16,,Zacatecas,22.750736,-102.608537
apartment,310009.64,0.0,Álvaro Obregón,19.357464,-99.207909
apartment,91147.61,,Álvaro Obregón,19.342273,-99.258628
apartment,180230.5,,Álvaro Obregón,19.365766,-99.263112
apartment,210745.93,,Cuauhtémoc,19.41498,-99.177444
house,1800000.0,1100.0,Benito Juárez,20.8210672058,-86.8998298614
apartment,79029.72,,Cuauhtémoc,19.417923,-99.148384
house,1500000.0,468.0,Benito Juárez,21.1117463016,-86.7666184902
apartment,437297.81,,Cuauhtémoc,19.415985,-99.172685
apartment,200000.0,0.0,Benito Juárez,21.1295466,-86.8170132
house,411052.02,299.0,Cuauhtémoc,19.4175391,-99.1362959
apartment,34246.21,70.0,Benito Juárez,21.1604717493,-86.8370397561
apartment,204423.55,,Benito Juárez,19.376222,-99.159994
house,176499.72,,La Magdalena Contreras,19.317653,-99.236291
apartment,799000.0,,Miguel Hidalgo,19.431022,-99.189083
apartment,289844.37,171.0,Cuajimalpa de Morelos,,
apartment,86610.08,,Solidaridad,20.6295586,-87.0738851
apartment,32772.44,,Cuauhtémoc,19.408758,-99.129474
apartment,62448.28,,Venustiano Carranza,19.414806,-99.078537
apartment,375000.0,,Solidaridad,20.628688,-87.069818
apartment,39514.86,,Benito Juárez,19.387651,-99.142257
apartment,131716.2,,Venustiano Carranza,19.414261,-99.104118
apartment,59535.72,,Gustavo A. Madero,19.50384,-99.130804
apartment,521719.88,232.0,Cuajimalpa de Morelos,19.382275,-99.270241
house,606038.24,535.0,La Magdalena Contreras,,
apartment,56866.41,,Iztacalco,,
apartment,113275.94,,Benito Juárez,19.380292,-99.168756
apartment,42465.3,,Azcapotzalco,19.480371,-99.188398
apartment,117089.64,0.0,Venustiano Carranza,19.4306069,-99.0949899
store,75000.0,45.0,Cozumel,20.4904215009,-86.9665288925
apartment,32182.11,,Azcapotzalco,19.474655,-99.189277
apartment,175231.5,,Miguel Hidalgo,19.428324,-99.176337
house,130381.5,,Tlalpan,19.281164,-99.20237
apartment,92728.21,,Benito Juárez,19.400876,-99.161186
apartment,121800.61,,Cuauhtémoc,19.446829,-99.159454
apartment,52665.4,,Cuauhtémoc,19.416979,-99.144176
house,1106416.15,430.0,Miguel Hidalgo,19.4167368,-99.2323872
apartment,76740.25,,Benito Juárez,19.396705,-99.181902
apartment,400417.27,,Miguel Hidalgo,19.46548,-99.192735
house,470074.88,432.0,Álvaro Obregón,19.341894,-99.224525
apartment,35458.0,,Tláhuac,19.302588,-99.048903
apartment,85352.1,,Álvaro Obregón,19.386852,-99.194748
house,38461.13,,Bacalar,18.68361,-88.400657
apartment,53832.41,,Miguel Hidalgo,19.454332,-99.200287
apartment,168636.73,242.0,Benito Juárez,21.1391626382,-86.8318685889
store,2107459.35,,Iztapalapa,19.373101,-99.12273
house,22760.56,,Solidaridad,20.63719,-87.089897
apartment,53476.78,,Cuauhtémoc,19.441809,-99.156423
apartment,176552.4,,Cuajimalpa de Morelos,19.366901,-99.297272
apartment,97774.15,,Benito Juárez,19.371132,-99.173156
apartment,919517.44,0.0,Miguel Hidalgo,,
apartment,89040.15,,Cuauhtémoc,19.42052,-99.152161
apartment,124615.48,,Álvaro Obregón,19.336274,-99.223196
house,20289.1,160.0,Benito Juárez,21.1437657238,-86.8786033988
house,785214.77,750.0,La Magdalena Contreras,19.3251419,-99.2229219
apartment,300384.17,0.0,Miguel Hidalgo,,
house,115937.75,110.0,Benito Juárez,21.0939597521,-86.8690386415
apartment,51393.55,,Azcapotzalco,19.48888,-99.179278
apartment,312389.21,,Cuauhtémoc,19.416541,-99.170405
apartment,96228.33,,Benito Juárez,19.374579,-99.146739
apartment,58671.66,,Cuauhtémoc,19.450827,-99.156468
apartment,57968.87,,Álvaro Obregón,19.3757,-99.196831
apartment,60589.45,,Iztapalapa,19.346609,-99.072311
apartment,310850.25,,Cuajimalpa de Morelos,,
house,17017.73,93.0,Cancún,,
apartment,508424.56,163.0,Benito Juárez,19.375475784,-99.1658875068
apartment,234454.85,,Miguel Hidalgo,19.400249,-99.177444
store,236618.41,450.0,Tulum,20.2120531977,-87.463041991
apartment,537402.13,,Cuajimalpa de Morelos,19.390415,-99.254997
house,155425.12,,Tlalpan,19.298051,-99.200428
apartment,107470.81,,Cuauhtémoc,19.408904,-99.174556
house,97795.6,,Tlalpan,,
apartment,43202.91,,Iztacalco,19.410307,-99.065399
apartment,180187.77,,Álvaro Obregón,19.365766,-99.263112
house,217068.31,850.0,Benito Juárez,21.082655,-86.857162
apartment,71653.61,,Benito Juárez,19.378233,-99.2054
apartment,68597.8,,Benito Juárez,19.399841,-99.154813
apartment,283400.0,,Playa del Carmen,20.634632,-87.064295
house,63223.78,,Cuajimalpa de Morelos,19.364245,-99.302638
apartment,177026.58,,Cuajimalpa de Morelos,19.366901,-99.297272
house,52686.48,126.0,Benito Juárez,21.1214122,-86.8788843
apartment,84845.35,,Álvaro Obregón,19.368058,-99.218337
apartment,71653.61,,Miguel Hidalgo,19.398732,-99.185244
house,83000.89,103.0,Benito Juárez,21.1368644,-86.850267
apartment,590000.0,0.0,Playa del Carmen,20.6370213532,-87.0636677742
apartment,57968.87,70.0,Venustiano Carranza,19.414261,-99.104118
apartment,52686.48,,Benito Juárez,19.389044,-99.179657
apartment,37934.26,,Gustavo A. Madero,19.496639,-99.150459
apartment,42149.18,,Gustavo A. Madero,19.473632,-99.122532
apartment,180187.77,,Álvaro Obregón,19.365686,-99.263209
apartment,92174.63,,Cuajimalpa de Morelos,,
apartment,134526.13,,Miguel Hidalgo,19.432657,-99.177444
house,102738.64,,Gustavo A. Madero,19.530396,-99.149299
apartment,189671.34,68.0,Miguel Hidalgo,,
apartment,309325.0,0.0,Benito Juárez,21.158964,-86.845937
apartment,31506.51,,Venustiano Carranza,19.456454,-99.123252
house,461006.73,652.0,Benito Juárez,21.0537444932,-86.8486404419
apartment,47049.03,,Coyoacán,19.323772,-99.116562
apartment,103502.59,,Benito Juárez,23.634501,-102.552788
house,204120.74,,La Magdalena Contreras,19.309974,-99.225402
house,347730.79,,Tlalpan,19.301572,-99.208514
house,526989.78,1000.0,Cuajimalpa de Morelos,19.3446989,-99.307441
house,158096.93,1000.0,Benito Juárez,21.1166981,-86.8423014
house,94858.16,140.0,Benito Juárez,21.129547,-86.817017
apartment,47417.83,,Tlalpan,19.27838,-99.199387
apartment,170372.28,,Benito Juárez,19.394073,-99.153915
apartment,77449.13,,Benito Juárez,19.395835,-99.135191
apartment,120125.18,,Benito Juárez,19.399818,-99.150869
house,35835.3,0.0,Benito Juárez,21.1608017688,-86.858241521
apartment,81261.82,,Benito Juárez,19.363254,-99.174611
apartment,290000.0,91.0,Solidaridad,20.6353727,-87.06358
apartment,183989.47,,Benito Juárez,19.396018,-99.147827
apartment,140558.71,,Benito Juárez,19.364891,-99.148384
house,169163.71,,Álvaro Obregón,19.365271,-99.232466
apartment,79556.59,,Cuauhtémoc,19.440749,-99.141649
house,103792.37,,La Magdalena Contreras,19.313356,-99.231734
house,1738653.96,,La Magdalena Contreras,19.326623,-99.233629
apartment,14565.17,,Tláhuac,19.295353,-99.058838
house,99524.76,,Gustavo A. Madero,19.499434,-99.111916
house,271451.3,,Gustavo A. Madero,19.486366,-99.127437
house,242357.82,,Álvaro Obregón,19.346742,-99.205309
apartment,146219.53,0.0,Benito Juárez,19.3803931,-99.1476908
house,36836.58,,Iztapalapa,19.350107,-99.061256
apartment,21079.59,68.0,Benito Juárez,21.1680287,-86.8698014
house,81664.04,126.0,Iztapalapa,19.3679737853,-99.112149328
house,54376.66,,Iztapalapa,19.333466,-99.074013
apartment,35879.49,,Iztapalapa,19.370822,-99.105239
house,363622.94,304.0,Gustavo A. Madero,,
apartment,134840.87,0.0,Benito Juárez,21.1136543,-86.8414847
apartment,148621.82,,Álvaro Obregón,19.335033,-99.200347
house,47944.7,,Xochimilco,19.242553,-99.098014
apartment,800100.0,673.0,Miguel Hidalgo,,
apartment,200208.63,,Benito Juárez,19.375626,-99.15461
apartment,137632.9,,Benito Juárez,19.39365,-99.14769
apartment,43029.05,,Miguel Hidalgo,19.441029,-99.168787
house,1000000.0,610.0,Miguel Hidalgo,19.4027805,-99.2395141
apartment,23714.54,0.0,Iztapalapa,,
house,1053979.56,443.0,Tlalpan,,
apartment,94835.67,,Benito Juárez,19.360846,-99.163444
apartment,750000.0,,Cuajimalpa de Morelos,19.375232,-99.277098
apartment,265000.0,0.0,Solidaridad,,
house,61657.8,140.0,Tláhuac,19.3071894183,-99.0558323264
house,171231.07,,Gustavo A. Madero,19.519315,-99.145799
apartment,73778.56,,Iztapalapa,19.365156,-99.1138
apartment,458372.4,,Benito Juárez,19.378238,-99.164723
apartment,160889.98,,Álvaro Obregón,19.388231,-99.239954
apartment,332103.98,100.0,Cuajimalpa de Morelos,19.3581302,-99.2739752
apartment,21021.9,,Cuauhtémoc,19.447127,-99.133204
apartment,159320.71,,Tlalpan,19.287568,-99.145853
apartment,142253.5,,Iztapalapa,19.318989,-99.094437
apartment,289775.66,,Cuauhtémoc,19.413009,-99.17109
house,116437.12,126.0,Álvaro Obregón,19.3245845069,-99.264236614
apartment,368892.84,0.0,Benito Juárez,,
house,43877.3,,Álvaro Obregón,19.371843,-99.200287
house,101263.42,,Coyoacán,19.358008,-99.127094
apartment,550000.0,0.0,Solidaridad,20.6647001839,-87.0469254255
apartment,43782.46,,Venustiano Carranza,19.410079,-99.127004
apartment,50942.31,,Álvaro Obregón,19.38499,-99.227853
apartment,59008.86,,Azcapotzalco,19.470359,-99.183001
apartment,856358.39,0.0,Miguel Hidalgo,19.4366635,-99.193057
house,65858.1,0.0,Calera,22.945942,-102.6997514
house,142609.14,,Xochimilco,19.249201,-99.085577
apartment,63223.78,,Coyoacán,19.367424,-99.200287
apartment,395000.0,252.0,Benito Juárez,21.1665638983,-86.8137559903
apartment,35734.08,,Venustiano Carranza,19.452728,-99.121779
apartment,71126.75,,Cuauhtémoc,19.445845,-99.149765
house,363536.73,450.0,Solidaridad,20.6807861247,-87.0381841063
apartment,37439.01,0.0,Tlalpan,19.2638584,-99.1671917
apartment,94000.0,0.0,Benito Juárez,21.201832361,-86.8049177527
apartment,34351.58,,La Magdalena Contreras,19.306198,-99.235825
apartment,140121.28,,Benito Juárez,19.39912,-99.141464
apartment,58640.16,,Benito Juárez,,
apartment,56689.49,,Cuauhtémoc,19.428767,-99.1459
apartment,44664.8,,Cuauhtémoc,,
house,220000.0,290.0,Solidaridad,,
apartment,46954.78,,Álvaro Obregón,19.359901,-99.189606
apartment,63243.8,,Benito Juárez,19.396503,-99.146013
apartment,74814.8,,Cancún,21.178862,-86.838653
apartment,1061349.45,0.0,Miguel Hidalgo,,
apartment,358353.05,106.0,Miguel Hidalgo,19.443178,-99.20237
apartment,39514.86,,Cuauhtémoc,19.460609,-99.161006
apartment,352053.45,137.0,Miguel Hidalgo,19.4314455213,-99.1745028638
apartment,535000.0,302.0,Benito Juárez,21.129547,-86.817017
apartment,72760.03,,Miguel Hidalgo,19.401819,-99.184615
apartment,332662.45,,Cuauhtémoc,19.405298,-99.164986
apartment,139996.67,0.0,Benito Juárez,19.3743553,-99.1383819
apartment,363536.73,0.0,Miguel Hidalgo,,
apartment,24241.52,,Azcapotzalco,19.504985,-99.208557
apartment,249000.0,300.0,Benito Juárez,,
house,97469.99,,Benito Juárez,21.133383,-86.860694
apartment,51644.99,,Miguel Hidalgo,19.452419,-99.175058
house,342462.14,,La Magdalena Contreras,19.313194,-99.246866
apartment,32560.24,,Iztapalapa,19.3375376091,-99.0630984306
apartment,46639.44,,Cuauhtémoc,19.449634,-99.133323
apartment,807300.0,,Miguel Hidalgo,19.438172,-99.203904
apartment,44446.31,,Cuauhtémoc,19.405526,-99.165735
apartment,1600000.0,,Benito Juárez,21.167797,-86.805433
apartment,81664.04,,Benito Juárez,19.384506,-99.135865
apartment,84502.81,,Benito Juárez,19.39557,-99.132937
apartment,38987.99,,Álvaro Obregón,19.363161,-99.248065
apartment,165000.0,,Tulum,20.204132,-87.475651
apartment,116026.17,,Cuauhtémoc,19.415612,-99.156404
house,3500000.0,800.0,Benito Juárez,21.1295466,-86.8170132
apartment,59337.62,,Cuauhtémoc,19.410553,-99.133858
house,4000000.0,2075.0,Miguel Hidalgo,19.40403,-99.233528
apartment,27403.46,0.0,Solidaridad,,
apartment,102921.1,0.0,Cuauhtémoc,19.4556542414,-99.1635117529
apartment,31795.08,,Venustiano Carranza,19.441816,-99.092908
apartment,192305.66,,Benito Juárez,19.368544,-99.163605
apartment,325000.0,176.0,Solidaridad,20.626583,-87.078659
apartment,152790.8,,Benito Juárez,19.394358,-99.177444
apartment,126236.81,,Tlalpan,19.271467,-99.146309
house,85352.1,,Coyoacán,19.310989,-99.115169
apartment,165962.42,,Gustavo A. Madero,19.478469,-99.116014
house,337193.49,,Cuajimalpa de Morelos,19.36778,-99.278682
apartment,168636.73,0.0,Benito Juárez,19.367424,-99.185753
apartment,58612.23,,Xochimilco,19.265898,-99.127665
apartment,89567.02,,Miguel Hidalgo,19.405208,-99.203968
apartment,63238.77,64.0,Gustavo A. Madero,,
house,159113.18,,Gustavo A. Madero,19.472424,-99.129521
apartment,145185.68,0.0,Cuajimalpa de Morelos,19.357824,-99.286752
house,118544.58,,Benito Juárez,21.152636,-86.853904
house,51105.88,92.0,Solidaridad,20.6647579056,-87.0624379814
house,479447.0,,Álvaro Obregón,19.35886,-99.175384
apartment,79443.7,,Benito Juárez,19.378533,-99.187561
apartment,1580969.34,250.0,Cuauhtémoc,19.4360237,-99.1546097
apartment,190000.0,146.0,Solidaridad,,
apartment,105372.96,,Benito Juárez,19.375412,-99.144234
house,711267.53,,Tlalpan,19.293456,-99.213157
house,1844026.93,1000.0,Álvaro Obregón,19.320576,-99.20929
apartment,86300.46,,Álvaro Obregón,19.351369,-99.248993
house,99717.91,,Coyoacán,19.314902,-99.112504
apartment,104689.57,,Benito Juárez,19.363696,-99.153653
apartment,88154.85,,Benito Juárez,19.366607,-99.158713
apartment,1500000.0,325.0,Miguel Hidalgo,19.401079,-99.24807
apartment,36889.28,65.0,Iztacalco,19.3923495,-99.0709315
apartment,24460.33,,Venustiano Carranza,19.409843,-99.125509
house,161511.31,,La Magdalena Contreras,19.297436,-99.243482
apartment,107470.76,,Coyoacán,19.34982,-99.12258
apartment,84318.36,0.0,Benito Juárez,19.3985412,-99.1552367
apartment,570067.75,0.0,Álvaro Obregón,,
house,89567.02,60.0,Azcapotzalco,19.469769,-99.1573774
apartment,900000.0,260.0,Miguel Hidalgo,,
house,42149.18,528.0,Cuajimalpa de Morelos,,
apartment,44783.51,,Iztapalapa,19.317698,-99.061256
apartment,332530.55,141.0,Benito Juárez,19.3815906,-99.1653974
store,152827.03,72.0,Solidaridad,20.6295586,-87.0738851
apartment,31419.63,,Coyoacán,19.302512,-99.142927
house,455846.16,146.0,La Magdalena Contreras,19.3103649,-99.2410175
apartment,342462.14,88.0,Miguel Hidalgo,19.4380266,-99.1885632
apartment,236947.78,,Cuauhtémoc,19.409369,-99.171906
house,90620.75,,Azcapotzalco,19.47449,-99.177268
store,221335.7,0.0,Zacatecas,22.7783474,-102.5718312
apartment,332662.45,,Cuauhtémoc,19.405298,-99.164986
apartment,44203.95,,Iztacalco,19.410307,-99.065399
house,34478.03,,Gustavo A. Madero,19.452751,-99.056419
house,347807.98,,Benito Juárez,19.386856,-99.189594
apartment,83385.1,,Benito Juárez,19.383205,-99.17952
house,71126.75,,Playa del Carmen,20.684625,-87.046995
apartment,46364.1,,Benito Juárez,19.39617,-99.13791
house,247685.19,1020.0,Tlalpan,19.2352214,-99.1642971
apartment,44783.51,,Cuauhtémoc,19.412142,-99.146127
house,152827.03,426.0,Cozumel,20.4975920299,-86.9471821189
apartment,182338.46,,Álvaro Obregón,19.335116,-99.223332
house,442671.41,378.0,Cuauhtémoc,19.404661,-99.133858
apartment,260798.09,0.0,Benito Juárez,21.1347621,-86.7461357
apartment,155425.12,0.0,Benito Juárez,19.3807458,-99.1553016
apartment,57691.69,,Benito Juárez,19.403109,-99.150557
apartment,36004.94,,Cuajimalpa de Morelos,19.373039,-99.290443
house,89016.18,221.0,Gustavo A. Madero,,
apartment,70863.32,,Cuauhtémoc,19.45069,-99.156985
apartment,331710.81,197.0,Cuajimalpa de Morelos,19.3503274,-99.2989735
house,1475221.54,,Álvaro Obregón,19.353921,-99.190427
apartment,920000.0,480.0,Cuajimalpa de Morelos,19.390415,-99.254997
apartment,47681.26,,Coyoacán,19.305233,-99.12269
apartment,23714.54,60.0,Benito Juárez,21.1786031,-86.8132472
house,181811.47,189.0,Benito Juárez,21.1027119116,-86.8629654497
apartment,275000.0,0.0,Solidaridad,20.6369761714,-87.0643758774
apartment,351000.0,,Tulum,20.202534,-87.460608
apartment,37943.26,,Gustavo A. Madero,19.49141,-99.092897
apartment,105741.77,,Gustavo A. Madero,19.493973,-99.130394
house,2000000.0,,Solidaridad,20.616879,-87.081516
apartment,65633.66,,Benito Juárez,19.403334,-99.145021
house,245000.0,220.0,Solidaridad,20.6694403176,-87.0400857925
house,131747.44,149.0,Gustavo A. Madero,19.5150383862,-99.1450130939
house,138986.94,,Álvaro Obregón,,
house,247626.47,312.0,Solidaridad,20.634902703,-87.093088647
apartment,242415.29,88.0,Benito Juárez,19.3872626,-99.1754024
house,171271.67,204.0,Gustavo A. Madero,19.4830341961,-99.0735370516
house,110641.61,204.0,Tlalpan,19.301095,-99.139216
apartment,165962.42,,Álvaro Obregón,,
apartment,152639.95,,Iztapalapa,19.318989,-99.094437
house,131452.77,,Playa del Carmen,20.619909,-87.102592
house,32673.36,,Cancún,21.151917,-86.899796
apartment,350000.0,0.0,Benito Juárez,,
apartment,89988.51,,Coyoacán,19.314143,-99.134709
apartment,188646.95,,Álvaro Obregón,19.333635,-99.238933
apartment,177026.58,,Cuajimalpa de Morelos,19.366901,-99.297272
apartment,27344.28,,Tláhuac,19.299713,-99.037758
house,242357.82,,Tlalpan,19.297747,-99.107708
house,263494.89,280.0,Tlalpan,19.2573102,-99.1671515
house,189716.32,219.0,Benito Juárez,21.139086,-86.84964
apartment,89588.26,1000.0,Benito Juárez,21.129547,-86.817017
apartment,999000.0,246.0,Benito Juárez,21.1659502547,-86.8136043538
apartment,1450000.0,450.0,Miguel Hidalgo,19.401079,-99.24807
apartment,130030.24,,Miguel Hidalgo,19.433846,-99.1905
apartment,125950.55,76.0,Miguel Hidalgo,,
house,996010.68,,Coyoacán,19.339127,-99.1693
apartment,37375.69,,Cuauhtémoc,19.439131,-99.161361
apartment,181811.47,85.0,Benito Juárez,19.362511,-99.166374
apartment,118572.7,80.0,Gustavo A. Madero,19.4809432,-99.1274918
apartment,104319.23,,Álvaro Obregón,19.386852,-99.194748
apartment,39163.6,,Cuauhtémoc,19.449518,-99.13769
house,3800000.0,1112.0,Benito Juárez,21.1902642,-86.8198375
apartment,197621.16,0.0,Álvaro Obregón,19.33923,-99.218987
apartment,55847.67,,Azcapotzalco,19.469418,-99.164299
house,352402.29,,Coyoacán,19.347521,-99.169009
apartment,241361.32,,La Magdalena Contreras,19.33432,-99.214134
apartment,44178.77,,Benito Juárez,19.382649,-99.143384
apartment,152719.99,,Benito Juárez,19.39365,-99.14769
house,136490.35,160.0,Benito Juárez,21.161908,-86.8515279
apartment,210745.93,,Álvaro Obregón,,
house,1132759.4,,Cuajimalpa de Morelos,19.395424,-99.258068
apartment,1351500.0,360.0,Miguel Hidalgo,19.4376344,-99.2099821
apartment,44783.51,,Cuauhtémoc,19.417923,-99.148384
apartment,197574.31,,Miguel Hidalgo,19.400249,-99.177444
apartment,147522.15,,Benito Juárez,19.381598,-99.179926
apartment,417680.1,,Miguel Hidalgo,19.437457,-99.197756
apartment,126477.54,136.0,Tlalpan,19.269243,-99.212402
house,420000.0,150.0,Solidaridad,20.6323324197,-87.0663821697
house,526462.79,208.0,Álvaro Obregón,19.3401393434,-99.2540287971
house,782579.82,384.0,Benito Juárez,19.38155587,-99.1729466245
apartment,71126.75,,Benito Juárez,19.396862,-99.172659
apartment,71653.61,,Iztapalapa,19.356955,-99.109557
apartment,136457.99,,Álvaro Obregón,19.333933,-99.244522
house,152827.03,160.0,Benito Juárez,21.161908,-86.8515279
apartment,321387.55,0.0,Playa del Carmen,20.6360265475,-87.0648565285
apartment,46146.24,,Iztacalco,19.403836,-99.059832
house,242415.29,268.0,Coyoacán,19.3437444,-99.1561883
apartment,44167.29,,Iztapalapa,19.357981,-99.080612
apartment,147522.15,,Iztapalapa,19.318989,-99.094437
apartment,134756.21,,Benito Juárez,19.364891,-99.148384
apartment,212389.57,92.0,Benito Juárez,19.3990351,-99.148108
apartment,107322.36,,Coyoacán,19.305984,-99.127341
apartment,292550.0,185.0,Tulum,20.2016499256,-87.4567615986
house,129112.49,202.0,Solidaridad,,
apartment,276669.63,120.0,Benito Juárez,,
apartment,166489.28,,Benito Juárez,19.386821,-99.164805
apartment,104319.23,,Álvaro Obregón,19.386852,-99.194748
apartment,103502.59,,Benito Juárez,23.634501,-102.552788
apartment,208638.47,,Benito Juárez,19.400004,-99.16735
apartment,77712.56,,Iztacalco,19.396727,-99.115875
apartment,1990000.0,500.0,Miguel Hidalgo,,
apartment,346677.06,,Tlalpan,19.275206,-99.218292
apartment,57375.58,,Miguel Hidalgo,19.448847,-99.17845
house,146714.31,,Benito Juárez,19.360285,-99.148336
apartment,44783.51,,Miguel Hidalgo,19.45756,-99.194748
apartment,177267.41,,Cuauhtémoc,19.427607,-99.160835
house,507912.75,226.0,Benito Juárez,21.129547,-86.817017
apartment,40041.72,,Azcapotzalco,19.483441,-99.202335
apartment,60589.45,,Iztapalapa,19.346609,-99.072311
apartment,368805.38,,Álvaro Obregón,19.33711,-99.234155
apartment,421591.82,174.0,Cuauhtémoc,19.4149803,-99.1774462
apartment,365274.97,130.0,Álvaro Obregón,,
apartment,48208.13,,Gustavo A. Madero,19.487416,-99.118006
apartment,398000.0,310.0,Benito Juárez,21.170027,-86.819778
house,94045.37,,Gustavo A. Madero,19.491614,-99.095002
apartment,90093.88,,Benito Juárez,19.384371,-99.135965
house,2200000.0,859.0,Cuajimalpa de Morelos,19.382275,-99.270241
apartment,70516.8,,Xochimilco,19.273713,-99.120741
apartment,63750.64,,Benito Juárez,19.3653,-99.148217
apartment,58759.36,,Iztapalapa,19.369859,-99.135812
apartment,335000.0,124.0,Solidaridad,20.6365167711,-87.0682846476
apartment,331581.97,88.0,Cuajimalpa de Morelos,19.3582744,-99.2723517
house,175972.85,,Gustavo A. Madero,19.461966,-99.093056
apartment,47470.52,,Tláhuac,19.285943,-99.044333
apartment,46954.78,,Álvaro Obregón,19.359901,-99.189606
house,150683.34,,Tlalpan,19.300504,-99.122136
apartment,60388.4,,Azcapotzalco,,
store,260798.09,,Álvaro Obregón,19.355709,-99.174092
apartment,105372.96,,La Magdalena Contreras,19.33432,-99.214134
house,166001.78,185.0,Xochimilco,19.2572314,-99.1029664
house,147522.15,160.0,Gustavo A. Madero,19.5228372,-99.1717237
apartment,65088.88,,Cuauhtémoc,19.416291,-99.157479
apartment,66777.48,,Tlalpan,19.290953,-99.124863
house,115910.26,0.0,Coyoacán,19.3006938191,-99.1083312035
apartment,1500000.0,200.0,Miguel Hidalgo,,
apartment,29511.42,,Tláhuac,19.283559,-99.043224
house,81664.04,200.0,Benito Juárez,21.129547,-86.817017
apartment,47417.83,,Venustiano Carranza,19.455518,-99.123801
apartment,62799.12,,Iztacalco,23.634501,-102.552788
apartment,54279.94,,Iztapalapa,19.361993,-99.137782
apartment,711267.53,,Miguel Hidalgo,19.401079,-99.24807
apartment,237089.17,,Álvaro Obregón,19.341894,-99.224525
apartment,71748.61,,Benito Juárez,19.384478,-99.185339
house,268764.78,160.0,Gustavo A. Madero,19.46731,-99.133163
apartment,157653.76,,Benito Juárez,19.39365,-99.14769
apartment,90936.87,,Miguel Hidalgo,19.444584,-99.174675
apartment,373771.08,99.0,Cuauhtémoc,19.4081379518,-99.1827698797
apartment,48524.25,63.0,Coyoacán,19.3283221338,-99.1147845983
apartment,79443.7,,Benito Juárez,19.378533,-99.187561
house,229186.2,,Xochimilco,19.271668,-99.132671
apartment,184446.42,0.0,Benito Juárez,19.3842639,-99.1491311
apartment,126236.81,,Tlalpan,19.271467,-99.146309
store,48548.38,,Cuauhtémoc,,
house,166001.78,206.0,Tlalpan,19.249130897,-99.1566525819
house,197357.67,0.0,Benito Juárez,21.161908,-86.8515279
apartment,300000.0,122.0,Solidaridad,20.6295586,-87.0738851
apartment,142253.5,,Benito Juárez,19.381729,-99.164986
apartment,534894.62,438.0,Miguel Hidalgo,19.401079,-99.24807
house,94835.67,123.0,Solidaridad,,
apartment,34562.33,,Iztapalapa,19.317534,-99.058491
apartment,36318.53,,Gustavo A. Madero,19.466974,-99.131334
house,1500000.0,500.0,Solidaridad,20.6138413521,-87.0809921622
house,228450.07,,Álvaro Obregón,19.345431,-99.209949
apartment,247626.47,,Benito Juárez,19.36511,-99.163216
apartment,37059.67,,Benito Juárez,19.379571,-99.146668
house,303019.12,,La Magdalena Contreras,19.332195,-99.221332
apartment,316193.86,0.0,Benito Juárez,,
house,51381.5,200.0,Cozumel,20.5050249,-86.933615
apartment,620000.0,0.0,Cuajimalpa de Morelos,19.390415,-99.254997
apartment,21074.59,,Iztapalapa,19.334868,-99.060641
apartment,52405.5,,Miguel Hidalgo,19.457058,-99.190308
apartment,51770.26,,Iztapalapa,19.357596,-99.107303
house,342543.35,900.0,Benito Juárez,21.137991,-86.870964
apartment,131242.03,,Benito Juárez,19.369615,-99.168285
apartment,52686.48,,Benito Juárez,19.391557,-99.180725
apartment,46375.1,,Gustavo A. Madero,19.528208,-99.156369
apartment,263190.06,,Miguel Hidalgo,19.436516,-99.173988
apartment,127004.53,0.0,Cuauhtémoc,19.4482164,-99.1589625
apartment,68492.42,,Tlalpan,19.287188,-99.170525
apartment,34509.64,,Cuauhtémoc,19.448187,-99.161176
apartment,1100000.0,528.0,Cuajimalpa de Morelos,19.3631419,-99.2880597
house,368805.38,280.0,Gustavo A. Madero,19.503961,-99.1263426
house,191289.34,,Cuajimalpa de Morelos,19.357346,-99.2879
house,300749.0,903.0,Benito Juárez,20.9134618316,-86.8745183945
apartment,148049.01,,Cuauhtémoc,19.416616,-99.160027
apartment,1121250.0,299.0,Miguel Hidalgo,19.4339975,-99.1909529
house,1249888.01,9487.0,Tláhuac,,
apartment,82717.77,,Tlalpan,19.265581,-99.171181
apartment,25795.88,,Iztapalapa,19.3457296,-99.0825907
apartment,271335.39,,Benito Juárez,21.159383,-86.822041
house,116464.74,,Gustavo A. Madero,19.4669373,-99.1013994
apartment,232663.51,,Miguel Hidalgo,19.432657,-99.177444
house,258163.77,,La Magdalena Contreras,19.310374,-99.225193
apartment,1126356.0,,Miguel Hidalgo,,
apartment,21074.59,0.0,Miguel Hidalgo,19.399689,-99.188522
house,57287.8,,Iztacalco,19.399741,-99.115503
apartment,298669.98,114.0,Cuajimalpa de Morelos,,
apartment,289775.66,,Miguel Hidalgo,19.399108,-99.181618
house,392514.3,,La Magdalena Contreras,19.312578,-99.236298
house,168596.74,,Gustavo A. Madero,19.464125,-99.081372
