property_type,price_aprox_usd,surface_total_in_m2,borough,lat,lon
apartment,420000.0,0.0,Solidaridad,,
house,3800000.0,1112.0,Benito Juárez,21.129547,-86.817017
house,1200000.0,,Solidaridad,20.617281,-87.079371
apartment,97469.99,,Benito Juárez,19.375394,-99.182066
apartment,1081080.0,,Miguel Hidalgo,19.4340879,-99.2005149
house,395000.0,1129.0,Solidaridad,20.5046705254,-87.2178840637
apartment,197100.13,,Benito Juárez,19.380937,-99.179545
apartment,76395.4,,Benito Juárez,19.400919,-99.147494
apartment,79029.72,,Cuauhtémoc,19.409748,-99.13548
apartment,450000.0,177.0,Solidaridad,20.6596822,-87.0555566
apartment,79029.72,,Cuauhtémoc,19.460046,-99.140495
apartment,194986.16,,Benito Juárez,19.380943,-99.152453
apartment,41411.57,,Venustiano Carranza,19.410055,-99.114487
house,1000000.0,1000.0,Benito Juárez,21.1086761729,-86.8513916528
apartment,407919.0,0.0,Benito Juárez,21.1651106632,-86.8201701343
apartment,29504.43,44.0,Iztapalapa,19.3484112,-99.0349033
apartment,42676.05,,Cuauhtémoc,19.443178,-99.144234
house,100104.31,,Gustavo A. Madero,19.504541,-99.08898
apartment,222389.68,,Cuauhtémoc,,
apartment,197574.31,0.0,Benito Juárez,21.129547,-86.817017
apartment,364058.86,0.0,Benito Juárez,21.1902642,-86.8198375
apartment,49508.1,0.0,Solidaridad,20.6538280342,-87.0872497559
apartment,237089.17,,Benito Juárez,19.376589,-99.153107
apartment,34246.21,39.0,Gustavo A. Madero,19.524143,-99.160149
apartment,184402.69,,Álvaro Obregón,19.357464,-99.207909
apartment,242357.82,,Benito Juárez,,
house,168596.74,,Tlalpan,19.297192,-99.167619
apartment,438982.48,161.0,Tlalpan,19.275206,-99.218292
apartment,63961.39,,Benito Juárez,,
apartment,123813.23,0.0,Benito Juárez,19.3814504,-99.1919122
apartment,76395.4,,Azcapotzalco,19.478815,-99.196831
apartment,152790.8,,Álvaro Obregón,19.369862,-99.268166
house,163854.96,,Coyoacán,19.348341,-99.126907
apartment,75605.1,,Benito Juárez,21.151025,-86.852258
apartment,31619.38,,Tláhuac,19.381729,-99.164986
apartment,349411.49,,Álvaro Obregón,19.358585,-99.185753
apartment,644000.0,,Benito Juárez,21.129547,-86.817017
apartment,366000.0,0.0,Solidaridad,20.6621804844,-87.0445919037
apartment,1150000.0,230.0,Miguel Hidalgo,,
apartment,1099051.0,1733.0,Miguel Hidalgo,,
apartment,158059.45,,Benito Juárez,23.634501,-102.552788
apartment,52686.48,,Gustavo A. Madero,19.48778,-99.110583
apartment,516449.98,240.0,Álvaro Obregón,19.320576,-99.20929
apartment,124403.22,,Azcapotzalco,19.47517,-99.152534
apartment,71653.61,,Benito Juárez,19.391819,-99.188639
apartment,46256.62,,Azcapotzalco,,
house,469020.9,534.0,Benito Juárez,21.1070511,-86.8468159
apartment,72259.51,,Benito Juárez,19.39365,-99.14769
apartment,545000.0,,Solidaridad,20.628527,-87.069637
apartment,44520.07,,Venustiano Carranza,19.41973,-99.111403
house,86864.52,,Álvaro Obregón,19.342257,-99.219357
house,153247.38,,Venustiano Carranza,19.416372,-99.115206
apartment,26900.66,,Azcapotzalco,19.509401,-99.203751
apartment,168596.74,,Álvaro Obregón,19.331932,-99.246689
apartment,30558.16,,Gustavo A. Madero,19.506042,-99.153915
apartment,168122.56,,Benito Juárez,19.394358,-99.177444
apartment,338774.09,,Cuauhtémoc,19.417661,-99.177753
apartment,142253.5,,Benito Juárez,19.381978,-99.156831
apartment,51118.0,,Venustiano Carranza,19.439759,-99.1047
apartment,52516.51,,Cuauhtémoc,19.439253,-99.163605
apartment,800000.0,,Solidaridad,20.6295586,-87.0738851
apartment,128892.1,0.0,Benito Juárez,19.3733676,-99.1337252
house,218858.85,,Benito Juárez,19.380273,-99.155793
house,127815.82,,Benito Juárez,19.401406,-99.156836
house,320000.0,98.0,Benito Juárez,,
apartment,93202.38,,Cuauhtémoc,19.431421,-99.143311
house,390358.88,,Álvaro Obregón,19.320576,-99.20929
house,46943.65,,La Magdalena Contreras,19.306255,-99.234777
apartment,50403.42,,Miguel Hidalgo,19.402991,-99.173922
apartment,118491.9,,Álvaro Obregón,19.32473,-99.264241
apartment,26994.23,,Cuauhtémoc,19.446823,-99.130394
house,999699.61,474.0,Cuajimalpa de Morelos,,
apartment,152827.03,0.0,Cuajimalpa de Morelos,19.3601989,-99.2994978
house,86162.82,104.0,Solidaridad,20.6847860145,-87.0471668243
apartment,79029.72,,Cuauhtémoc,19.409748,-99.13548
apartment,104343.97,,Miguel Hidalgo,19.400249,-99.177444
apartment,210795.91,120.0,Benito Juárez,,
apartment,143376.37,,Cuauhtémoc,19.424171,-99.159991
apartment,84318.36,155.0,Benito Juárez,21.149204,-86.833328
apartment,469000.0,,Solidaridad,20.665211,-87.034699
apartment,37943.26,,Iztapalapa,19.37309,-99.070516
apartment,54688.57,,Miguel Hidalgo,19.456145,-99.201167
apartment,703364.55,0.0,Benito Juárez,,
apartment,39146.05,,Iztacalco,,
house,202842.96,300.0,Iztapalapa,19.3547001,-99.0393149
apartment,63223.78,,Cuauhtémoc,19.454082,-99.125206
house,420537.84,203.0,Benito Juárez,19.396593,-99.133163
apartment,77975.99,,Iztacalco,19.402752,-99.098587
apartment,32474.95,,Coyoacán,19.307754,-99.12497
apartment,45837.24,50.0,Iztacalco,19.4045153,-99.0597577
apartment,147000.0,,Solidaridad,20.618861,-87.089539
apartment,267399.71,,Benito Juárez,,
apartment,201336.12,0.0,Álvaro Obregón,19.3414629724,-99.231813401
apartment,280977.01,230.0,Benito Juárez,19.381729,-99.164986
apartment,131747.44,0.0,Benito Juárez,,
apartment,96198.82,,Benito Juárez,19.365865,-99.148341
house,36889.28,,Álvaro Obregón,19.389338,-99.206226
apartment,244570.65,,Álvaro Obregón,19.356062,-99.191978
apartment,115559.0,,Álvaro Obregón,19.351637,-99.248382
house,221283.23,,Cancún,21.051728,-86.851316
house,153881.01,,Azcapotzalco,19.489815,-99.206729
apartment,19757.43,,Coyoacán,19.380236,-99.139978
apartment,93255.07,,Azcapotzalco,19.472155,-99.161186
apartment,116384.44,,Miguel Hidalgo,19.456942,-99.167703
apartment,750782.39,,Miguel Hidalgo,23.634501,-102.552788
apartment,78422.77,,Cuauhtémoc,19.410553,-99.133858
house,221283.23,,Benito Juárez,21.140179,-86.828308
house,31611.89,,Tabasco,23.634501,-102.552788
apartment,162393.9,97.0,Benito Juárez,19.403483,-99.153132
house,581108.1,,Álvaro Obregón,19.371502,-99.232647
apartment,50546.2,,Cuauhtémoc,19.459208,-99.127065
apartment,74432.33,55.0,Cuauhtémoc,19.4066179,-99.136137
house,631974.37,,Xochimilco,19.278835,-99.140062
apartment,77712.56,,Iztacalco,19.396727,-99.115875
apartment,66384.96,,Benito Juárez,19.36269,-99.150565
apartment,41622.32,,Iztapalapa,,
house,1159102.64,,Tlalpan,19.301225,-99.191401
apartment,938000.0,,Playa del Carmen,20.634615,-87.064068
house,113302.8,110.0,Benito Juárez,21.161908,-86.8515279
store,696000.0,3500.0,Benito Juárez,,
apartment,760000.0,191.0,Miguel Hidalgo,,
apartment,123813.23,,Benito Juárez,19.39365,-99.14769
house,692827.26,,Álvaro Obregón,19.324613,-99.211893
apartment,144624.39,,Azcapotzalco,19.469769,-99.157379
house,69562.65,120.0,Benito Juárez,21.146652586,-86.8447297812
apartment,63238.77,,Tlalpan,19.296374,-99.118628
apartment,63223.78,,Cuauhtémoc,19.420658,-99.146349
apartment,79029.72,,Venustiano Carranza,19.428152,-99.106194
house,79048.46,225.0,Benito Juárez,21.082655,-86.857162
house,89567.02,,Tabasco,23.634501,-102.552788
apartment,88513.29,,Benito Juárez,23.634501,-102.552788
apartment,37196.65,,Benito Juárez,19.370272,-99.149127
apartment,580000.0,0.0,Solidaridad,,
apartment,507912.75,226.0,Benito Juárez,21.129547,-86.817017
apartment,33990.84,,Cuauhtémoc,19.446915,-99.128639
house,74832.54,,Playa del Carmen,20.675893,-87.05554
apartment,62401.87,,Álvaro Obregón,19.36783,-99.21839
apartment,619066.18,0.0,Miguel Hidalgo,,
apartment,291128.96,114.0,Benito Juárez,19.3840559,-99.1617205
apartment,65858.1,,Benito Juárez,19.384808,-99.137496
house,205526.01,1000.0,Benito Juárez,,
apartment,326656.19,,Tlalpan,19.275206,-99.218292
apartment,41253.51,,Miguel Hidalgo,19.451809,-99.170181
apartment,240211.43,1262.0,Álvaro Obregón,19.3339993864,-99.2398533225
apartment,244570.65,,Álvaro Obregón,19.356062,-99.191978
house,118572.7,160.0,Cancún,21.1773896,-86.8179603
house,305581.6,,Benito Juárez,21.129547,-86.817017
house,26870.1,,Iztapalapa,19.383948,-99.067884
house,76940.5,,Zacatecas,22.771024,-102.611172
house,1660000.0,1778.0,Miguel Hidalgo,,
apartment,191824.28,85.0,Benito Juárez,,
house,495000.0,342.0,Benito Juárez,21.1295466,-86.8170132
apartment,237089.17,,Benito Juárez,19.36476,-99.163522
house,1106416.15,,Álvaro Obregón,19.346728,-99.203296
apartment,77730.99,68.0,Benito Juárez,19.3928098,-99.1497664
apartment,842983.74,,Miguel Hidalgo,19.40678,-99.236925
apartment,358353.05,145.0,Álvaro Obregón,19.3862357369,-99.2252532206
apartment,78502.86,,Miguel Hidalgo,19.401819,-99.184615
apartment,39514.86,,Miguel Hidalgo,19.452301,-99.207422
apartment,455000.0,245.0,Tulum,20.3827686962,-87.335145851
apartment,37210.22,,Benito Juárez,19.370272,-99.149127
apartment,1222592.0,579.0,Miguel Hidalgo,,
apartment,258690.63,,La Magdalena Contreras,19.328492,-99.211884
apartment,29662.49,,Azcapotzalco,19.508114,-99.197712
apartment,1400000.0,450.0,Miguel Hidalgo,19.433173,-99.1863574
apartment,382434.9,0.0,Cuauhtémoc,19.4195256,-99.162549
house,790297.25,900.0,Álvaro Obregón,19.349539,-99.204445
apartment,30558.16,57.0,Tláhuac,19.3471146,-99.0038712
apartment,395242.33,1065.0,Gustavo A. Madero,19.46731,-99.133163
house,2400000.0,898.0,Benito Juárez,21.173102029,-86.8097886443
house,151635.91,,La Magdalena Contreras,19.314893,-99.231987
apartment,860081.68,0.0,Miguel Hidalgo,,
apartment,167964.51,,Coyoacán,19.305561,-99.171219
apartment,295500.0,122.0,Solidaridad,20.6323624968,-87.0735168534
house,121178.91,,Iztapalapa,,
apartment,34421.81,,Cuauhtémoc,19.418198,-99.144746
apartment,728654.07,,Miguel Hidalgo,23.634501,-102.552788
apartment,136490.35,,Álvaro Obregón,19.33225,-99.244048
apartment,69019.29,,Benito Juárez,19.386033,-99.18296
apartment,25559.58,,Tlalpan,19.281996,-99.164753
house,629752.78,96.0,Álvaro Obregón,19.339581,-99.197517
apartment,36880.53,,Benito Juárez,19.393827,-99.146232
house,453103.76,,Gustavo A. Madero,19.464922,-99.122093
apartment,56796.02,,Coyoacán,19.335224,-99.121939
apartment,53687.52,,Cuauhtémoc,23.634501,-102.552788
apartment,63238.77,,Cuajimalpa de Morelos,19.364245,-99.302638
apartment,200208.63,,Cuauhtémoc,19.40359,-99.169905
apartment,39887.51,,Álvaro Obregón,19.349188,-99.182289
apartment,42823.57,,Azcapotzalco,19.489901,-99.192497
apartment,38329.41,,Iztapalapa,19.369214,-99.136022
apartment,74846.35,92.0,Álvaro Obregón,,
apartment,79820.02,18.0,Cuauhtémoc,19.428326982,-99.145982042
apartment,36880.53,,Venustiano Carranza,19.432399,-99.119672
store,34246.21,,Fresnillo,23.169257,-102.886125
house,281345.82,209.0,Tlalpan,19.2704017,-99.1460264
house,257698.0,,Cuauhtémoc,19.452952,-99.158166
apartment,93118.88,,Gustavo A. Madero,,
store,44783.51,0.0,Azcapotzalco,,
apartment,34088.15,,Álvaro Obregón,19.363524,-99.247303
house,78970.03,,Álvaro Obregón,19.373535,-99.194161
house,158096.93,5000.0,Benito Juárez,21.082655,-86.857162
apartment,1807000.0,,Miguel Hidalgo,19.433077,-99.198212
house,360988.0,,Azcapotzalco,19.464928,-99.180214
house,231348.51,300.0,Azcapotzalco,19.481972,-99.199944
apartment,39514.86,,Venustiano Carranza,19.44024,-99.119383
house,63164.24,,La Magdalena Contreras,19.314815,-99.2574
apartment,89904.21,,Cuajimalpa de Morelos,,
apartment,924120.45,,Álvaro Obregón,19.350746,-99.18537
store,209165.34,220.0,Solidaridad,20.6329489078,-87.0749400953
apartment,2124523.0,293.0,Miguel Hidalgo,,
house,258163.77,328.0,Azcapotzalco,19.4938852,-99.2109566
apartment,1415000.0,255.0,Miguel Hidalgo,19.4332386,-99.1933503
house,194939.99,300.0,Benito Juárez,21.1571388772,-86.8253561854
apartment,136984.85,,Benito Juárez,19.364981,-99.152524
apartment,65612.21,,Cuauhtémoc,19.416195,-99.157971
apartment,60852.88,,Cuauhtémoc,19.44763,-99.155271
house,395148.62,,Cuauhtémoc,19.408634,-99.164358
apartment,170372.28,,Benito Juárez,19.39365,-99.14769
house,500000.0,370.0,Benito Juárez,21.0745692861,-86.7845249176
house,521596.18,,Miguel Hidalgo,19.404344,-99.248042
apartment,108270.72,,Benito Juárez,19.375412,-99.144234
apartment,72692.17,,Azcapotzalco,19.47941,-99.186176
apartment,29158.34,,Tláhuac,,
house,37229.03,,Álvaro Obregón,19.324355,-99.264328
house,86606.56,,Gustavo A. Madero,19.458757,-99.116016
apartment,68534.57,,Azcapotzalco,19.484971,-99.189523
house,154792.88,,Álvaro Obregón,19.336649,-99.234764
apartment,400459.42,,Benito Juárez,19.381729,-99.164986
apartment,1500000.0,0.0,Álvaro Obregón,19.3585527672,-99.2816984653
apartment,59426.13,,Cuauhtémoc,19.445032,-99.140207
apartment,61305.99,,Miguel Hidalgo,19.402944,-99.199727
house,139652.29,300.0,Benito Juárez,21.146414,-86.843369
apartment,120000.0,,Solidaridad,20.6456,-87.060983
apartment,62433.48,,Coyoacán,19.346767,-99.123658
house,6500000.0,1010.0,Benito Juárez,21.129547,-86.817017
apartment,72707.34,,Cuauhtémoc,19.443178,-99.144234
apartment,42676.05,,Cuauhtémoc,19.449392,-99.138544
apartment,108981.48,,Cuauhtémoc,19.422716,-99.162285
house,357214.36,,Coyoacán,19.338923,-99.15605
apartment,606038.24,320.0,Cuajimalpa de Morelos,,
house,34254.33,110.0,Benito Juárez,21.139641,-86.879738
apartment,62170.05,,Azcapotzalco,19.48641,-99.214328
house,173865.39,271.0,Benito Juárez,21.129547,-86.817017
apartment,28974.14,,Álvaro Obregón,19.363161,-99.248065
house,2800000.0,6000.0,Cozumel,,
apartment,850000.0,0.0,Miguel Hidalgo,19.429852,-99.181946
house,185842.68,,Tlalpan,19.273847,-99.146243
apartment,419553.0,,Benito Juárez,19.381089,-99.172861
apartment,66384.96,,Benito Juárez,19.36269,-99.150565
house,135963.36,,Cuauhtémoc,19.410687,-99.138477
house,121940.74,,Benito Juárez,19.378066,-99.141669
apartment,151773.05,,Coyoacán,19.350086,-99.125672
apartment,500000.0,,Cuajimalpa de Morelos,19.380162,-99.266436
apartment,147557.13,0.0,Cuajimalpa de Morelos,19.3499358,-99.2906864
house,289775.66,,Azcapotzalco,19.464928,-99.180214
apartment,138320.85,0.0,Benito Juárez,19.3733676,-99.1337252
apartment,236000.0,124.0,Solidaridad,20.626583,-87.078659
apartment,170548.89,106.0,Benito Juárez,19.3885287,-99.1470904
apartment,102938.7,,Álvaro Obregón,19.347895,-99.187492
house,176499.72,,La Magdalena Contreras,19.317922,-99.236124
house,102957.29,120.0,Coyoacán,19.3126089706,-99.1228191555
apartment,107445.33,,Cuauhtémoc,19.408904,-99.174556
apartment,55320.8,0.0,Gustavo A. Madero,19.492571,-99.143539
apartment,172446.86,0.0,Benito Juárez,19.3794059,-99.1591446
house,669277.02,400.0,Coyoacán,19.305704,-99.182983
apartment,267308.77,89.0,Cuauhtémoc,19.417364,-99.159454
apartment,63750.64,,Benito Juárez,19.363618,-99.138818
apartment,189671.34,,Cuauhtémoc,19.430132,-99.169144
house,52686.48,,Benito Juárez,21.131532,-86.867927
apartment,45429.02,,Iztacalco,19.398514,-99.130366
house,142656.13,147.0,Venustiano Carranza,,
apartment,198243.96,0.0,Benito Juárez,19.3754459381,-99.1600441933
house,29511.42,,Coyoacán,19.331893,-99.155888
apartment,53158.18,,Benito Juárez,19.395097,-99.150424
apartment,163747.18,71.0,Álvaro Obregón,19.3302402,-99.2491091
apartment,124959.0,0.0,Benito Juárez,21.1202134316,-86.7693328857
apartment,114856.53,0.0,Álvaro Obregón,19.3605334,-99.2267067
apartment,33200.35,,Cuauhtémoc,19.462598,-99.131469
apartment,67930.42,,Cuauhtémoc,19.42078,-99.167909
apartment,97469.99,,Benito Juárez,,
house,43571.72,,Iztapalapa,19.319557,-99.092189
apartment,74762.12,,Coyoacán,19.308287,-99.146309
apartment,120680.66,,Benito Juárez,19.368048,-99.170392
apartment,458372.4,0.0,Benito Juárez,19.3654514,-99.1851428
apartment,121207.64,,Álvaro Obregón,19.340305,-99.214455
house,94858.16,,Tlalpan,19.296933,-99.231038
apartment,38091.59,,Miguel Hidalgo,19.445744,-99.174986
house,790297.25,,Álvaro Obregón,19.345565,-99.238601
house,595000.0,324.0,Benito Juárez,20.8485049,-86.8767656
house,98471.03,,Benito Juárez,21.095711,-86.869343
house,279304.58,,Cuauhtémoc,19.439706,-99.157918
store,118000.0,,Solidaridad,20.621714,-87.090479
apartment,142253.5,,Benito Juárez,19.365745,-99.159747
apartment,1083760.97,,Miguel Hidalgo,23.634501,-102.552788
house,234665.59,,Xochimilco,19.28127,-99.132254
house,75025.55,,Azcapotzalco,19.478311,-99.210655
apartment,115910.26,,Coyoacán,19.343424,-99.135933
store,1200000.0,,Cuauhtémoc,,
apartment,368892.84,,Benito Juárez,19.395268,-99.175265
apartment,71196.31,,Benito Juárez,19.364257,-99.161918
apartment,233717.24,,Benito Juárez,19.39365,-99.14769
apartment,50942.31,,Álvaro Obregón,19.384955,-99.227837
house,273969.71,,Xochimilco,19.279032,-99.127632
house,103883.25,,Tlalpan,19.281993,-99.181179
apartment,69071.98,,Miguel Hidalgo,19.452571,-99.185712
house,51843.5,,Iztacalco,,
apartment,315666.87,0.0,Benito Juárez,,
apartment,97996.85,,Benito Juárez,,
house,153867.5,,Benito Juárez,19.379393,-99.166738
apartment,42422.67,0.0,Azcapotzalco,19.482325,-99.185753
apartment,900000.0,187.0,Miguel Hidalgo,19.4363265,-99.1855329
apartment,515652.12,218.0,Cuauhtémoc,,
apartment,2500000.0,457.0,Miguel Hidalgo,19.2464696,-99.1013498
apartment,287141.33,,Cuauhtémoc,19.419274,-99.162434
house,195466.85,,Tlalpan,19.275795,-99.207846
apartment,579688.75,0.0,Miguel Hidalgo,19.4336444,-99.1901467
apartment,29662.49,,Benito Juárez,21.146152,-86.923091
apartment,350000.0,108.0,Solidaridad,,
apartment,54267.07,24.0,Iztapalapa,19.3619436879,-99.1379213333
apartment,34948.68,,Miguel Hidalgo,19.455894,-99.18355
apartment,147557.13,0.0,Benito Juárez,21.129547,-86.817017
apartment,35510.69,,Coyoacán,19.351371,-99.161529
apartment,195000.0,0.0,Benito Juárez,21.129547,-86.817017
apartment,22378.62,,Cuauhtémoc,19.448539,-99.127649
house,152827.03,144.0,Azcapotzalco,,
apartment,157796.01,,Gustavo A. Madero,19.486507,-99.119751
apartment,33930.09,,Tláhuac,19.302076,-99.049427
apartment,8693.26,50.0,Tláhuac,19.3016532399,-99.040979594
house,603403.3,440.0,La Magdalena Contreras,19.3116446,-99.2378619
apartment,104664.75,,Benito Juárez,19.364005,-99.153602
apartment,84170.8,,Benito Juárez,19.399871,-99.146439
apartment,46469.47,,Álvaro Obregón,,
house,137017.34,159.0,Benito Juárez,21.101156705,-86.8628883362
apartment,40568.59,,Benito Juárez,19.388044,-99.185753
apartment,399458.25,0.0,Cuajimalpa de Morelos,19.382275,-99.270241
apartment,23772.14,,Iztapalapa,19.369555,-99.006656
house,3800000.0,1112.0,Benito Juárez,21.170473305,-86.8068878353
apartment,33719.34,,Álvaro Obregón,19.38642,-99.222521
apartment,211000.0,1000.0,Playa del Carmen,20.6295586,-87.0738851
apartment,38819.4,,Cuauhtémoc,19.448187,-99.161176
apartment,553339.27,0.0,Miguel Hidalgo,19.4095028,-99.2272939
apartment,53399.87,0.0,Tláhuac,19.2990233,-99.0436467
apartment,93992.68,,Benito Juárez,19.40012,-99.1532
house,56914.89,80.0,Benito Juárez,21.1263792,-86.8353838
house,320000.0,0.0,Benito Juárez,21.1295466,-86.8170132
apartment,2371454.01,390.0,Miguel Hidalgo,,
apartment,90093.88,,Benito Juárez,19.369509,-99.172532
apartment,866400.0,152.0,Miguel Hidalgo,19.432609,-99.1941739
apartment,102763.0,,Benito Juárez,19.398135,-99.137113
apartment,268111.32,0.0,Benito Juárez,19.394358,-99.177444
house,205526.01,1000.0,Benito Juárez,21.082655,-86.857162
apartment,46146.24,,Iztacalco,19.40263,-99.078233
house,203369.82,,Coyoacán,19.352605,-99.131212
apartment,55585.82,,Benito Juárez,19.399834,-99.149231
apartment,416223.22,,Benito Juárez,19.393431,-99.175782
house,1680000.0,910.0,Solidaridad,20.626583,-87.078659
apartment,199000.0,112.0,Tulum,20.2114185,-87.4653502
house,195513.2,,Tlalpan,19.276875,-99.20817
apartment,280935.92,234.0,Benito Juárez,,
apartment,116382.29,65.0,Benito Juárez,19.364967,-99.1428406
apartment,36269.32,,Venustiano Carranza,19.452689,-99.117987
house,29315.91,,Iztacalco,19.401209,-99.115341
house,208111.61,,Xochimilco,19.271814,-99.136235
house,138598.31,,Gustavo A. Madero,19.47573,-99.144604
apartment,84298.37,,Azcapotzalco,19.466822,-99.157379
house,121207.64,,Tlalpan,19.283831,-99.236992
apartment,1068000.0,0.0,Miguel Hidalgo,,
house,173906.62,285.0,Solidaridad,20.628505,-87.079752
house,120019.81,,Gustavo A. Madero,,
house,137017.34,160.0,Benito Juárez,21.161908,-86.8515279
apartment,120222.38,,Benito Juárez,19.380951,-99.13662
apartment,300000.0,177.0,Solidaridad,20.6311626739,-87.0663553476
house,97493.1,108.0,Coyoacán,19.3242755,-99.1225852
house,421064.83,150.0,Álvaro Obregón,19.3555403,-99.2100615
apartment,136564.13,0.0,Benito Juárez,19.3598088,-99.1488603
apartment,590116.8,,Cuauhtémoc,19.420969,-99.171406
house,231875.5,400.0,Benito Juárez,21.158964,-86.845937
apartment,700000.0,323.0,Cuajimalpa de Morelos,,
apartment,358353.05,199.0,Venustiano Carranza,,
apartment,132098.73,,Benito Juárez,19.395261,-99.153153
apartment,40028.02,,Álvaro Obregón,19.365917,-99.196977
store,115937.75,67.0,La Magdalena Contreras,19.3143023856,-99.2424845695
apartment,149600.0,77.0,Solidaridad,20.626583,-87.078659
apartment,58432.2,,Gustavo A. Madero,19.475745,-99.095737
house,184402.69,,Xochimilco,,
house,79661.96,,Iztapalapa,19.31033,-99.068557
apartment,156444.61,,Cuauhtémoc,19.405298,-99.164986
house,279238.36,543.0,Xochimilco,19.2419179458,-99.1153264046
house,2400000.0,1200.0,Miguel Hidalgo,19.2464696,-99.1013498
store,40041.72,,Cuauhtémoc,19.442283,-99.162278
apartment,168636.73,1000.0,Benito Juárez,21.145283,-86.822662
house,176499.72,,La Magdalena Contreras,19.317653,-99.236291
apartment,105820.8,,Benito Juárez,19.364891,-99.148384
apartment,109387.67,,Cuajimalpa de Morelos,19.366901,-99.297272
apartment,342543.35,,Cuauhtémoc,19.430132,-99.169144
house,121178.91,,Coyoacán,19.303782,-99.161292
apartment,110799.67,0.0,Benito Juárez,19.3700179,-99.1396023
apartment,269754.79,,Cuauhtémoc,19.417661,-99.177753
apartment,156706.83,,Benito Juárez,19.386821,-99.164805
apartment,21074.59,,Tláhuac,19.305449,-99.051736
apartment,39514.86,,Álvaro Obregón,19.386852,-99.194748
house,401154.88,464.0,La Magdalena Contreras,19.358585,-99.185753
PH,677507.36,313.0,Benito Juárez,19.3866412,-99.1805935
apartment,104343.97,,Miguel Hidalgo,19.400249,-99.177444
apartment,67438.69,,Tlalpan,19.296529,-99.118675
apartment,72724.58,74.0,Benito Juárez,21.139641,-86.879738
apartment,78784.97,0.0,Álvaro Obregón,19.3612250211,-99.1916245222
apartment,260000.0,89.0,Playa del Carmen,20.596794,-87.116089
apartment,55585.82,,Benito Juárez,,
apartment,70880.12,56.0,Iztacalco,19.4024128,-99.0953907
apartment,29346.37,,Iztacalco,19.401371,-99.115535
apartment,200208.63,,Benito Juárez,19.39365,-99.14769
apartment,416321.92,134.0,Benito Juárez,19.3648588111,-99.1634988785
apartment,31980.69,56.0,Venustiano Carranza,19.4258822217,-99.0609741211
apartment,1053979.56,0.0,Miguel Hidalgo,,
house,102763.0,110.0,Benito Juárez,,
house,126477.54,170.0,Benito Juárez,21.1449652544,-86.8521346897
apartment,53225.96,,Benito Juárez,19.389044,-99.179657
apartment,86748.29,,Benito Juárez,19.388044,-99.185753
apartment,166489.28,,Benito Juárez,19.394358,-99.177444
apartment,4200000.0,0.0,Miguel Hidalgo,19.400524,-99.230064
house,128585.5,,Coyoacán,19.335068,-99.138237
house,90093.88,,Benito Juárez,19.379636,-99.187916
house,1014917.28,,Miguel Hidalgo,,
apartment,72275.47,,Benito Juárez,19.384565,-99.18536
house,553339.27,0.0,Benito Juárez,19.381729,-99.164986
apartment,1350000.0,280.0,Miguel Hidalgo,,
house,235455.89,,Gustavo A. Madero,19.523924,-99.151918
house,55320.8,,Miguel Hidalgo,19.440334,-99.171497
house,168596.74,,Azcapotzalco,19.481972,-99.199944
apartment,94308.8,,Tlalpan,19.298168,-99.113106
apartment,168596.74,,Benito Juárez,19.394073,-99.153915
apartment,49033.51,,Cuauhtémoc,19.446256,-99.147767
apartment,28304.83,,Cuauhtémoc,19.44168,-99.159496
house,200000.0,303.0,Solidaridad,20.6143592,-87.1042463
house,104846.1,,Benito Juárez,21.113127,-86.853018
house,134350.53,194.0,Solidaridad,20.6331256327,-87.0770144463
apartment,103897.74,,Tlalpan,19.302422,-99.230829
apartment,62591.54,,Benito Juárez,19.384037,-99.140704
apartment,30835.54,,Tlalpan,19.281996,-99.164753
apartment,59520.18,,Álvaro Obregón,,
apartment,70547.2,,Coyoacán,,
house,131716.2,,Álvaro Obregón,19.382966,-99.198832
apartment,642775.1,,Miguel Hidalgo,19.436943,-99.211307
apartment,43892.31,23.0,Iztapalapa,19.3669496,-99.1370009
house,71670.61,117.0,Solidaridad,20.6295586,-87.0738851
apartment,179176.52,85.0,Álvaro Obregón,19.3320226,-99.2446842
apartment,105037.35,,Álvaro Obregón,19.348488,-99.225641
house,237145.4,189.0,Álvaro Obregón,19.3484479116,-99.2538289726
house,139652.29,,Álvaro Obregón,19.366302,-99.193367
apartment,85878.96,,Benito Juárez,19.39365,-99.14769
apartment,63223.78,,Miguel Hidalgo,19.455944,-99.211803
apartment,60043.36,,Miguel Hidalgo,19.445816,-99.170462
apartment,135639.93,,Benito Juárez,19.39365,-99.14769
house,94835.67,,Tláhuac,19.279748,-98.99957
apartment,38903.69,,Venustiano Carranza,19.409979,-99.118822
house,366289.51,,Benito Juárez,23.634501,-102.552788
apartment,134224.29,,Benito Juárez,19.379901,-99.187296
house,122467.73,,Benito Juárez,19.378554,-99.14456
store,223917.55,,Cuauhtémoc,19.405014,-99.141464
apartment,68668.03,,Miguel Hidalgo,19.401312,-99.173525
house,300000.0,315.0,Benito Juárez,21.15925,-86.8244969
apartment,169000.0,,Playa del Carmen,20.6187166248,-87.0904844999
apartment,126447.56,,Gustavo A. Madero,19.492967,-99.139098
house,71670.61,,Coyoacán,19.357891,-99.126109
apartment,139917.38,,Coyoacán,,
apartment,320000.0,0.0,Benito Juárez,21.161908,-86.8515279
apartment,380000.0,182.0,Benito Juárez,21.1642728715,-86.8099592645
